# desirability_entropy, agent_entropy, utility
1.880161702754144848e+00,7.099003632142297793e-01,3.411982838543497487e-01
1.835007533711342065e+00,7.036494951322970204e-01,3.431720769843913388e-01
1.844961628676245802e+00,6.666157973962264505e-01,3.557041726004718241e-01
1.871247730820541300e+00,6.954149394402470152e-01,3.339364681262829704e-01
1.885698889778096854e+00,7.369445679157716755e-01,3.395098363473491587e-01
1.801303133153432157e+00,7.119043666287985239e-01,3.466108906142437718e-01
1.899546128963976344e+00,7.188997966221275515e-01,3.336760263366075896e-01
1.878128073087586891e+00,7.104022944879425649e-01,3.405121297207736597e-01
1.869951465681082503e+00,7.274013820911501282e-01,3.401480583063362095e-01
1.893719938394240465e+00,7.369052444239260202e-01,3.443836948708676737e-01
1.909494911639009196e+00,6.948491878020646162e-01,3.473827274970432422e-01
1.905162335620801395e+00,7.408276799858618533e-01,3.353443601918094097e-01
1.912128250348500647e+00,7.248072978781148201e-01,3.383837515929940531e-01
1.874236647989313775e+00,7.252021903386183244e-01,3.413771461850692579e-01
1.842692083309776185e+00,6.998799446923319456e-01,3.427200912767496832e-01
1.846183562798505706e+00,7.083700588638011109e-01,3.436992564337258971e-01
1.863964654944979760e+00,7.232007540977070104e-01,3.429170038053526159e-01
1.830651983603371225e+00,6.781228230145855962e-01,3.379605938256583508e-01
1.903345330734366181e+00,7.509858109863357667e-01,3.215355414508532239e-01
1.895885707482311000e+00,7.129512558433722669e-01,3.383513390847009972e-01
1.945064430836488167e+00,7.428678305904027335e-01,3.341545401484581901e-01
1.917436416864932935e+00,7.268843371274427145e-01,3.320173219936448650e-01
1.868212792716627657e+00,6.962775121223118147e-01,3.436039956741817059e-01
1.853267836456610418e+00,7.070662276581202166e-01,3.307688954500853651e-01
1.808505675047463068e+00,6.771951794664037294e-01,3.395026548513343512e-01
1.894329538983494876e+00,7.271817135951539335e-01,3.329279980560730934e-01
1.851587115922920024e+00,6.875225765126363742e-01,3.616662251324688215e-01
1.864381005467368180e+00,7.044348368024893059e-01,3.472609294630789600e-01
1.851335609649551905e+00,6.910078671378742099e-01,3.551273105344872061e-01
1.847180235237295243e+00,7.085050424739244290e-01,3.392385367107383365e-01
1.857708264812548471e+00,6.817683826846356876e-01,3.516759304151002019e-01
1.810151516303513120e+00,7.107106826201364802e-01,3.458538377619748139e-01
1.841754160155014697e+00,7.043670347399186848e-01,3.376398530440735679e-01
1.866722648467670664e+00,7.037838683490462710e-01,3.398614098922897453e-01
1.852113005096265530e+00,7.089414817088981469e-01,3.471771724182133867e-01
1.831568120488851870e+00,7.005656456543575272e-01,3.420813754855686062e-01
1.870346644448471096e+00,7.317701250723912532e-01,3.471765875408361901e-01
1.894039067193217019e+00,6.409213133631015413e-01,3.561881231508620682e-01
1.900135414267755785e+00,7.496614201407001410e-01,3.410960253533170117e-01
1.876776089439745387e+00,6.934237794515651920e-01,3.472475882956328475e-01
1.798700855201361692e+00,6.613597672072116795e-01,3.550013886156563880e-01
1.877543652637569949e+00,7.489673548667395986e-01,3.442390502210350145e-01
1.889076842567772641e+00,7.404965463541058890e-01,3.420462035963358072e-01
1.819131868097589422e+00,6.846955884627312638e-01,3.480031995185736138e-01
1.808696040557190354e+00,6.826364624201374243e-01,3.378468609364387865e-01
1.852736894507320375e+00,6.747463698874661686e-01,3.526732470405526398e-01
1.843614384160378705e+00,7.092947505961564314e-01,3.354180238009233372e-01
1.910581985009098371e+00,7.337699023002032250e-01,3.457930780097723256e-01
1.815817606522056593e+00,6.960847529471633210e-01,3.330470290772994391e-01
1.888151244648816007e+00,7.410901887418492873e-01,3.385119666981893927e-01
1.829175454743334095e+00,7.214885616701723903e-01,3.269997620542478556e-01
1.874831743575736676e+00,7.261927567955471785e-01,3.478215884930401236e-01
1.821858590474689121e+00,6.580208770229953874e-01,3.464732676734482153e-01
1.831309901188132638e+00,6.854540516681014717e-01,3.544535339992572198e-01
1.873749962193684393e+00,6.981950114252554185e-01,3.358266262673738067e-01
1.807578669801557680e+00,6.497521751898180931e-01,3.496741092505888937e-01
1.847683225454707090e+00,6.764600506865493523e-01,3.540405549330942758e-01
1.881543564253188583e+00,7.724165460152226936e-01,3.376286683363876606e-01
1.843985827252830889e+00,6.942184985798024455e-01,3.380927714582598886e-01
1.825819210270789084e+00,6.938235489089811248e-01,3.404962493957411906e-01
1.859933309837616511e+00,7.124211250537398898e-01,3.449885079622875272e-01
1.861045936947829382e+00,7.384721362697053149e-01,3.426988620909729444e-01
1.848781720937550554e+00,6.815021228642795803e-01,3.532801265165730897e-01
1.834195734751534523e+00,6.804098362534770628e-01,3.500320696318533487e-01
1.835850040638046687e+00,6.527345691970976027e-01,3.513291469098712150e-01
1.929282916504739154e+00,7.400493560258515346e-01,3.371349399155885163e-01
1.834057917348518307e+00,7.140979166601953976e-01,3.351952685006318600e-01
1.864119654188836073e+00,6.518712553293740664e-01,3.563190832874517100e-01
1.826961566528775727e+00,7.056977454500105162e-01,3.388346440675039650e-01
1.839029455860237583e+00,6.889703245618229444e-01,3.492004118499330567e-01
1.820912213998862494e+00,6.624526031722409725e-01,3.451043665170366315e-01
1.866570760471441881e+00,6.652804039026896099e-01,3.458564619375759097e-01
1.851045180375934684e+00,6.938633278310729624e-01,3.312869383347004648e-01
