# desirability_entropy, agent_entropy, utility
2.029768747678231566e+00,8.471061033966579279e-01,2.940823134244682779e-01
1.962823044259786931e+00,8.226687191598164306e-01,2.921874538369844121e-01
1.998832699382268263e+00,8.201138177138894703e-01,3.083307218569838470e-01
1.979000374147823926e+00,8.291631853468430791e-01,2.931780528434470567e-01
1.938395662150362631e+00,8.142512599241148452e-01,3.112611136128483613e-01
1.997463175415575609e+00,8.076083155202968822e-01,3.020718102839088925e-01
2.051982654296929276e+00,8.540952548127307420e-01,2.828919124214355207e-01
2.000284504806755237e+00,8.016420096381924321e-01,2.917663161652600534e-01
2.000440273918619560e+00,8.512371284829552964e-01,2.930921709431294486e-01
1.999192432183422463e+00,8.155555539287895339e-01,3.032708920983237522e-01
2.056028463078071855e+00,8.637459156271583005e-01,2.902542656185998493e-01
2.007076210449191489e+00,8.086337313585817421e-01,2.953979760293124479e-01
1.968987571697521144e+00,8.240595975011569818e-01,3.002301996096574110e-01
1.990084906738871506e+00,8.488627750971514674e-01,3.112099450087427721e-01
2.032337346841064818e+00,8.328111975409847600e-01,2.988136918456369973e-01
2.253092596830768457e+00,8.476133697169667691e-01,3.028860161199890544e-01
1.996279937361882251e+00,8.311058901706529500e-01,3.024219617837372587e-01
1.998640188538314710e+00,7.885777251350893913e-01,2.867920344761238360e-01
2.002361949992575330e+00,7.971742226346479887e-01,2.950676826371346206e-01
2.006199349262547393e+00,8.075069856789413025e-01,3.023884236780051693e-01
1.940030194408748798e+00,8.165064261516852273e-01,2.961071982848254569e-01
2.031947460326782195e+00,8.203296991995906451e-01,2.834384830661543786e-01
1.978745109400625868e+00,8.112106215113019658e-01,3.111003172005976647e-01
1.990856610845599617e+00,8.087648612150242222e-01,2.923926527357658123e-01
1.991806735895033542e+00,7.832091150746504082e-01,3.109549615292050984e-01
1.937866790119784577e+00,8.700420176218172097e-01,3.061564571799845758e-01
1.970499002741052941e+00,8.181117902472523351e-01,3.047964147342152597e-01
1.985883360551246257e+00,8.449134739340242728e-01,3.042580808562171391e-01
1.959175897686336265e+00,8.413181873743644790e-01,3.107463832401217152e-01
2.260964434455695837e+00,8.211415502210797079e-01,2.783849508718533872e-01
1.999183032243935676e+00,8.326376885831512364e-01,3.013483635524277782e-01
1.980368998482725518e+00,8.006994147840570397e-01,3.029430572173342773e-01
1.983934998641393443e+00,7.927160702581339535e-01,2.951557485898349542e-01
1.958581992528534155e+00,8.350635045652423649e-01,2.972571211031150851e-01
1.979359055333908879e+00,7.657277056886463429e-01,2.939178832105105443e-01
1.976608623523264496e+00,8.234628955223738389e-01,3.114120558565159902e-01
2.009419586530193147e+00,8.139300428036808643e-01,2.964245518234265298e-01
2.187818765695761503e+00,8.573965157890861555e-01,2.749000081993491773e-01
2.165463689610998888e+00,8.273459487016991964e-01,2.928117943784004362e-01
1.993903126305093476e+00,8.339727667607074180e-01,3.000772515546512031e-01
2.001791448414600438e+00,7.942982437589172218e-01,2.995366456791342946e-01
1.966310594068003015e+00,8.049100423106586577e-01,2.899745311747310428e-01
2.020806585538247990e+00,8.359341450299732079e-01,2.944458167930366077e-01
2.360752500289031719e+00,8.021624692628877007e-01,2.783316691296034984e-01
1.970836964619523846e+00,7.732469445349275938e-01,2.936327995267293822e-01
1.945638718983418336e+00,7.839943741399563182e-01,2.933957159800226200e-01
2.004628159809733745e+00,8.212979873096829531e-01,3.073119902684594562e-01
