# desirability_entropy, agent_entropy, utility
4.018165266801736912e+00,8.154657184649352075e-01,1.957346550547887226e-02
3.816352022709986969e+00,8.013318134600923015e-01,1.838725123950059326e-02
3.618839437033751771e+00,8.153871125157586830e-01,1.796990540718877705e-02
3.728995951053455826e+00,8.026126321768696226e-01,1.834554937929944868e-02
3.796117763069411399e+00,8.394325415427116299e-01,1.779739327956815498e-02
3.866181672269494829e+00,8.102968042727246578e-01,1.681655189545014362e-02
3.835472556743542150e+00,7.877218317520365831e-01,2.043022695086580895e-02
3.958924367702703062e+00,7.888578743747399757e-01,1.904810017263753111e-02
4.001433663629973658e+00,7.970829583020919706e-01,1.866734956632887590e-02
3.798753649085471640e+00,8.287595581998979943e-01,1.460887034220821439e-02
3.936132154530065819e+00,8.139737190817778467e-01,1.713244910520837425e-02
3.873554911220020713e+00,8.500073153025751171e-01,1.542048279623841299e-02
3.961267404211791465e+00,7.699603584831884451e-01,1.948168778020627212e-02
4.071383619572090495e+00,8.126196352511084742e-01,1.566052772886920158e-02
3.603430842300230363e+00,8.138550957314448775e-01,1.918520459298870759e-02
3.822110168943235298e+00,8.092353252133395181e-01,1.948950699032330966e-02
3.829311611468016352e+00,7.757581324509279508e-01,1.971636783022946010e-02
3.870524980398949211e+00,7.985580230338285013e-01,1.953056870357636546e-02
3.821117557270397924e+00,7.562704990630392254e-01,2.147400996085719119e-02
3.847624378929141109e+00,7.947322124023765699e-01,1.804264250057842356e-02
3.816757902391044510e+00,7.759920811467182489e-01,1.983267546328501899e-02
3.923505758575840829e+00,8.087712716946023894e-01,1.873286068616152739e-02
3.759296013796145086e+00,7.985647229152743609e-01,1.773639424387025987e-02
3.933207269257880334e+00,8.006017969736840545e-01,1.957067721038403124e-02
3.790838701868009419e+00,7.879963765323113600e-01,1.848933073593553994e-02
3.804388230583325203e+00,8.061346972419082269e-01,1.859603740625266621e-02
3.925483591358949198e+00,8.171743428183292357e-01,1.748487693082062533e-02
3.819158280532898520e+00,8.363571366991250366e-01,1.468362887479542599e-02
3.937921471551910635e+00,7.954952375800357078e-01,1.944135476587383407e-02
3.768107031822894193e+00,7.521916658143769085e-01,2.177070173002898512e-02
3.799370746723446324e+00,8.009353379606504175e-01,1.804586147094070295e-02
3.852154179385077537e+00,7.981354747502915625e-01,1.624351369727185593e-02
3.948746902961330019e+00,7.564715343121318769e-01,2.170459891757753335e-02
3.855705133430560316e+00,8.394846985904697023e-01,1.600999992850422188e-02
3.824911770157850111e+00,7.503760710304372417e-01,2.223396395298126577e-02
