# desirability_entropy, agent_entropy, utility
4.334228484504868639e+00,7.977030975722555484e-01,1.412043162877812605e-02
4.055954006760261521e+00,7.838244564043231888e-01,1.300832131358866002e-02
4.150388160308693841e+00,8.043858608094616169e-01,1.506369092106961058e-02
4.107462619332362230e+00,8.166882113290498957e-01,1.618198496969297517e-02
3.941214860358416061e+00,8.058229198165289819e-01,1.466233951008842282e-02
4.106404251735778388e+00,8.077291931266651348e-01,1.745457821115438748e-02
4.131216289929664498e+00,7.979708810870387303e-01,1.523459241509885279e-02
4.097212375846240207e+00,7.840763222937245924e-01,1.570086826678823017e-02
4.133164043512031149e+00,7.958641413755087601e-01,1.404385358882863713e-02
4.225025992753317361e+00,7.936139877041010759e-01,1.709771986803794441e-02
4.210029963935294717e+00,7.807147115240160584e-01,1.634966799695131492e-02
4.192297315281749981e+00,8.066578721264038299e-01,1.537451536760721729e-02
4.213826220792507904e+00,7.993411330999903308e-01,1.662513160558818509e-02
4.178777263463393510e+00,8.141516093549902022e-01,1.547624291005267327e-02
4.200812176642918949e+00,7.582426187158944897e-01,1.715947172102852761e-02
4.107128759364560899e+00,8.145056944372751628e-01,1.353055408496060125e-02
4.096118377452906856e+00,8.080407503709114980e-01,1.586102581994140726e-02
4.138128430450161765e+00,8.291727398437745977e-01,1.547891334084288036e-02
4.140062679838724335e+00,8.058652956855403282e-01,1.562082675222584149e-02
3.845978937208874182e+00,8.334273369749264360e-01,1.184602585167795173e-02
4.263865931912024010e+00,7.837014608683671169e-01,1.565557054653615027e-02
3.966490827679987508e+00,8.098618020821635177e-01,1.465619166858590089e-02
